project_name, built_out, project_id, dpd, acres, dpa, taz, stat, prod, type, key, year_seq, year, amount
 MAUNA OLA SUB,110,228,0,168571,8,642,C,H,1,509,17,2004,2
 MAUNA OLA SUB,110,228,0,168571,8,642,C,H,1,509,18,2005,2
 MAUNA OLA SUB,110,228,0,168571,8,642,C,H,1,509,19,2006,4
 MAUNA OLA SUB,110,228,0,168571,8,642,C,H,1,509,20,2007,3
 MAUNA OLA SUB,110,228,0,168571,8,642,C,H,1,509,21,2008,7
 MAUNA OLA SUB,110,228,0,168571,8,642,C,H,1,509,22,2009,3
 MAUNA OLA SUB,110,228,0,168571,8,642,C,H,1,509,23,2010,0
 MAUNA OLA SUB,110,228,0,168571,8,642,P,H,1,510,1,1986,0
 MAUNA OLA SUB,110,228,0,168571,8,642,P,H,1,510,2,2010,2
 MAUNA OLA SUB,110,228,0,168571,8,642,P,H,1,510,3,2011,7
 MAUNA OLA SUB,110,228,0,168571,8,642,P,H,1,510,4,2012,5
 MAUNA OLA SUB,110,228,0,168571,8,642,P,H,1,510,5,2021,3
 MAUNA OLA SUB,110,228,0,168571,8,642,P,H,1,510,6,2022,0
 VILLAGE POKAI BAY,476,229,0,20230,8,635,C,H,1,511,1,1986,0
 VILLAGE POKAI BAY,476,229,0,20230,8,635,C,H,1,511,2,2008,12
 VILLAGE POKAI BAY,476,229,0,20230,8,635,C,H,1,511,3,2009,30
 VILLAGE POKAI BAY,476,229,0,20230,8,635,C,H,1,511,4,2010,2
 VILLAGE POKAI BAY,476,229,0,20230,8,635,C,H,1,511,5,2011,0
 VILLAGE POKAI BAY,476,229,0,20230,8,635,P,H,1,512,1,1986,0
 VILLAGE POKAI BAY,476,229,0,20230,8,635,P,H,1,512,2,2011,20
 VILLAGE POKAI BAY,476,229,0,20230,8,635,P,H,1,512,3,2012,10
 VILLAGE POKAI BAY,476,229,0,20230,8,635,P,H,1,512,4,2013,10
 VILLAGE POKAI BAY,476,229,0,20230,8,635,P,H,1,512,5,2014,11
 VILLAGE POKAI BAY,476,229,0,20230,8,635,P,H,1,512,6,2015,0
 VILLAGE POKAI BAY,476,229,0,45201,8,636,C,H,1,513,1,1986,0
 VILLAGE POKAI BAY,476,229,0,45201,8,636,C,H,1,513,2,1991,1
 VILLAGE POKAI BAY,476,229,0,45201,8,636,C,H,1,513,3,1992,71
 VILLAGE POKAI BAY,476,229,0,45201,8,636,C,H,1,513,4,1993,101
 VILLAGE POKAI BAY,476,229,0,45201,8,636,C,H,1,513,5,1994,25
 VILLAGE POKAI BAY,476,229,0,45201,8,636,C,H,1,513,6,1995,130
 VILLAGE POKAI BAY,476,229,0,45201,8,636,C,H,1,513,7,1996,7
 VILLAGE POKAI BAY,476,229,0,45201,8,636,C,H,1,513,8,1997,6
 VILLAGE POKAI BAY,476,229,0,45201,8,636,C,H,1,513,9,1998,9
 VILLAGE POKAI BAY,476,229,0,45201,8,636,C,H,1,513,10,1999,0
 VILLAGE POKAI BAY,476,229,0,45201,8,636,C,H,1,513,11,2002,1
 VILLAGE POKAI BAY,476,229,0,45201,8,636,C,H,1,513,12,2003,0
 VILLAGE POKAI BAY,476,229,0,45201,8,636,C,H,1,513,13,2009,9
 VILLAGE POKAI BAY,476,229,0,45201,8,636,C,H,1,513,14,2010,0
 VILLAGE POKAI BAY,476,229,0,45201,8,636,P,H,1,514,1,1986,0
 VILLAGE POKAI BAY,476,229,0,45201,8,636,P,H,1,514,2,2011,6
 VILLAGE POKAI BAY,476,229,0,45201,8,636,P,H,1,514,3,2012,5
 VILLAGE POKAI BAY,476,229,0,45201,8,636,P,H,1,514,4,2013,5
 VILLAGE POKAI BAY,476,229,0,45201,8,636,P,H,1,514,5,2014,5
 VILLAGE POKAI BAY,476,229,0,45201,8,636,P,H,1,514,6,2015,0
 MAKAHA VALLEY ESTATES,240,230,0,66898,8,642,P,H,2,515,1,1986,0
 MAKAHA VALLEY ESTATES,240,230,0,66898,8,642,P,H,2,515,2,2012,30
 MAKAHA VALLEY ESTATES,240,230,0,66898,8,642,P,H,2,515,3,2013,60
 MAKAHA VALLEY ESTATES,240,230,0,66898,8,642,P,H,2,515,4,2016,30
 MAKAHA VALLEY ESTATES,240,230,0,66898,8,642,P,H,2,515,5,2017,0
 NANAIKEOLA VILLAGE,142,231,0,12460,8,623,P,H,1,516,1,1986,0
 NANAIKEOLA VILLAGE,142,231,0,12460,8,623,P,H,1,516,2,2013,20
 NANAIKEOLA VILLAGE,142,231,0,12460,8,623,P,H,1,516,3,2014,60
 NANAIKEOLA VILLAGE,142,231,0,12460,8,623,P,H,1,516,4,2015,0
 NANAIKEOLA VILLAGE,142,231,0,12460,8,623,P,H,2,517,1,1986,0
 NANAIKEOLA VILLAGE,142,231,0,12460,8,623,P,H,2,517,2,2011,12
 NANAIKEOLA VILLAGE,142,231,0,12460,8,623,P,H,2,517,3,2012,20
 NANAIKEOLA VILLAGE,142,231,0,12460,8,623,P,H,2,517,4,2013,30
 NANAIKEOLA VILLAGE,142,231,0,12460,8,623,P,H,2,517,5,2014,0
 NANAIKEOLA SENIOR APTS,70,232,0,12460,8,623,P,H,3,518,1,1998,0
 NANAIKEOLA SENIOR APTS,70,232,0,12460,8,623,P,H,3,518,2,2012,40
 NANAIKEOLA SENIOR APTS,70,232,0,12460,8,623,P,H,3,518,3,2013,30
 NANAIKEOLA SENIOR APTS,70,232,0,12460,8,623,P,H,3,518,4,2014,0
 NANAKULI PROPERTY (WILLY'S ENTER,57,233,0,18222,8,623,P,H,1,519,1,1986,0
 NANAKULI PROPERTY (WILLY'S ENTER,57,233,0,18222,8,623,P,H,1,519,2,2013,57
 NANAKULI PROPERTY (WILLY'S ENTER,57,233,0,18222,8,623,P,H,1,519,3,2014,0
 MAKAHA RESORT AND GOLF CLUB,0,234,20,300000,8,642,C,V,2,520,1,1998,0
 MAKAHA RESORT AND GOLF CLUB,0,234,20,300000,8,642,C,V,2,520,2,2006,173
 MAKAHA RESORT AND GOLF CLUB,0,234,20,300000,8,642,C,V,2,520,3,2007,0
 MAKAHA RESORT AND GOLF CLUB,0,234,20,300000,8,642,C,E,3,521,1,1998,0
 MAKAHA RESORT AND GOLF CLUB,0,234,20,300000,8,642,C,E,3,521,2,2006,125
 MAKAHA RESORT AND GOLF CLUB,0,234,20,300000,8,642,C,E,3,521,3,2007,0
 NANAIKEOLA ADULT DAY CARE FACILI,55,235,0,526,8,623,C,H,3,522,1,1998,0
 NANAIKEOLA ADULT DAY CARE FACILI,55,235,0,526,8,623,C,H,3,522,2,2004,55
 NANAIKEOLA ADULT DAY CARE FACILI,55,235,0,526,8,623,C,H,3,522,3,2005,0
 KAHIKOLU OHANA O WAIANAE,72,236,0,2464,8,640,P,H,3,523,1,1998,0
 KAHIKOLU OHANA O WAIANAE,72,236,0,2464,8,640,P,H,3,523,2,2010,72
 KAHIKOLU OHANA O WAIANAE,72,236,0,2464,8,640,P,H,3,523,3,2011,0
 GOV: ARTESIAN VISTA (ELDERLY),54,237,3,248,1,164,C,H,3,524,1,1998,0
 GOV: ARTESIAN VISTA (ELDERLY),54,237,3,248,1,164,C,H,3,524,2,2004,54
 GOV: ARTESIAN VISTA (ELDERLY),54,237,3,248,1,164,C,H,3,524,3,2005,0
 GOV: BIRCH STREET APTS (SENIOR),52,238,12,478,1,189,C,H,3,525,1,1986,0
 GOV: BIRCH STREET APTS (SENIOR),52,238,12,478,1,189,C,H,3,525,2,2000,52
 GOV: BIRCH STREET APTS (SENIOR),52,238,12,478,1,189,C,H,3,525,3,2001,0
 GOV: HALE MOHALU,210,239,0,6506,1,430,C,H,3,526,1,1986,0
 GOV: HALE MOHALU,210,239,0,6506,1,430,C,H,3,526,2,1996,210
 GOV: HALE MOHALU,210,239,0,6506,1,430,C,H,3,526,3,1997,0
 GOV: HALE MOHALU II,332,240,0,4703,1,430,P,H,3,527,1,1998,0
 GOV: HALE MOHALU II,332,240,0,4703,1,430,P,H,3,527,2,2012,83
 GOV: HALE MOHALU II,332,240,0,4703,1,430,P,H,3,527,3,2013,0
 GOV: HOTEL-BETHEL,200,241,31,893,1,254,C,H,3,528,1,1986,0
 GOV: HOTEL-BETHEL,200,241,31,893,1,254,C,H,3,528,2,1990,200
 GOV: HOTEL-BETHEL,200,241,31,893,1,254,C,H,3,528,3,1992,0
 GOV: HOTEL-BETHEL,200,241,31,893,1,254,C,E,2,529,1,1986,0
 GOV: HOTEL-BETHEL,200,241,31,893,1,254,C,E,2,529,2,1993,25
 GOV: HOTEL-BETHEL,200,241,31,893,1,254,C,E,2,529,3,1994,0
 GOV: IWILEI ELDERLY RESIDENTIAL,160,242,31,3342,1,333,P,H,3,530,1,1986,0
 GOV: IWILEI ELDERLY RESIDENTIAL,160,242,31,3342,1,333,P,H,3,530,2,2012,160
 GOV: IWILEI ELDERLY RESIDENTIAL,160,242,31,3342,1,333,P,H,3,530,3,2013,0
 GOV: IWILEI ELDERLY RESIDENTIAL,160,242,31,3342,1,333,C,E,8,531,1,1986,0
 GOV: IWILEI ELDERLY RESIDENTIAL,160,242,31,3342,1,333,C,E,8,531,2,2012,90
 GOV: IWILEI ELDERLY RESIDENTIAL,160,242,31,3342,1,333,C,E,8,531,3,2013,0
 GOV: KALAKAUA VISTA (ELDERLY REN,81,243,0,395,1,171,C,H,3,532,1,1986,0
 GOV: KALAKAUA VISTA (ELDERLY REN,81,243,0,395,1,171,C,H,3,532,2,2002,81
 GOV: KALAKAUA VISTA (ELDERLY REN,81,243,0,395,1,171,C,H,3,532,3,2003,0
 GOV: KAM HOMES,288,244,3,13958,1,341,C,H,2,533,1,1986,0
 GOV: KAM HOMES,288,244,3,13958,1,341,C,H,2,533,2,1997,221
 GOV: KAM HOMES,288,244,3,13958,1,341,C,H,2,533,3,1998,0
 GOV: KAM HOMES,288,244,3,13958,1,341,C,H,2,534,1,1986,0
 GOV: KAM HOMES,288,244,3,13958,1,341,C,H,2,534,2,2005,67
 GOV: KAM HOMES,288,244,3,13958,1,341,C,H,2,534,3,2006,0
 GOV: KEKAULIKE REVITALIZATION,166,245,31,1514,1,262,C,H,3,535,1,1986,0
 GOV: KEKAULIKE REVITALIZATION,166,245,31,1514,1,262,C,H,3,535,2,1996,90
 GOV: KEKAULIKE REVITALIZATION,166,245,31,1514,1,262,C,H,3,535,3,1997,76
 GOV: KEKAULIKE REVITALIZATION,166,245,31,1514,1,262,C,H,3,535,4,1998,0
 GOV: KEKAULIKE REVITALIZATION,166,245,31,1514,1,262,C,E,9,536,1,1986,0
 GOV: KEKAULIKE REVITALIZATION,166,245,31,1514,1,262,C,E,9,536,2,1996,50
 GOV: KEKAULIKE REVITALIZATION,166,245,31,1514,1,262,C,E,9,536,3,1997,0
 GOV: KINAU VISTA (ELDERLY),63,246,12,387,1,195,C,H,3,537,1,1998,0
 GOV: KINAU VISTA (ELDERLY),63,246,12,387,1,195,C,H,3,537,2,2005,63
 GOV: KINAU VISTA (ELDERLY),63,246,12,387,1,195,C,H,3,537,3,2006,0
 GOV: PIIKOI VISTA (ELDERLY),47,247,12,248,1,195,C,H,3,538,1,1998,0
 GOV: PIIKOI VISTA (ELDERLY),47,247,12,248,1,195,C,H,3,538,2,2006,47
 GOV: PIIKOI VISTA (ELDERLY),47,247,12,248,1,195,C,H,3,538,3,2007,0
 GOV: PUNAHOU VISTA (AFFORDABLE R,55,248,12,1213,1,280,C,H,3,539,1,1998,0
 GOV: PUNAHOU VISTA (AFFORDABLE R,55,248,12,1213,1,280,C,H,3,539,2,2004,55
 GOV: PUNAHOU VISTA (AFFORDABLE R,55,248,12,1213,1,280,C,H,3,539,3,2005,0
 GOV:WISTERIA VISTA,91,249,0,435,1,189,C,H,3,540,1,1986,0
 GOV:WISTERIA VISTA,91,249,0,435,1,189,C,H,3,540,2,2001,91
 GOV:WISTERIA VISTA,91,249,0,435,1,189,C,H,3,540,3,2002,0
 GOV: KULANA HALE (ELDERLY),338,250,0,456,1,190,C,H,3,541,1,1986,0
 GOV: KULANA HALE (ELDERLY),338,250,0,456,1,190,C,H,3,541,2,1998,176
 GOV: KULANA HALE (ELDERLY),338,250,0,456,1,190,C,H,3,541,3,1999,0
 GOV:  HOLOMUA,0,251,0,490,1,190,P,H,3,542,1,1986,0
 GOV:  HOLOMUA,0,251,0,490,1,190,P,H,3,542,2,2011,176
 GOV:  HOLOMUA,0,251,0,490,1,190,P,H,3,542,3,2012,0
 GOV: MALUHIA FRAIL ELDERLY,40,252,0,3087,1,310,C,H,3,543,1,1986,0
 GOV: MALUHIA FRAIL ELDERLY,40,252,0,3087,1,310,C,H,3,543,2,1996,40
 GOV: MALUHIA FRAIL ELDERLY,40,252,0,3087,1,310,C,H,3,543,3,1997,0
 GOV: MANOA ELDERLY,90,253,0,4168,1,69,C,H,2,544,1,1986,0
 GOV: MANOA ELDERLY,90,253,0,4168,1,69,C,H,2,544,2,1992,90
 GOV: MANOA ELDERLY,90,253,0,4168,1,69,C,H,2,544,3,1993,0
 GOV: MARIN TOWER,236,254,0,1025,1,260,C,H,3,545,1,1986,0
 GOV: MARIN TOWER,236,254,0,1025,1,260,C,H,3,545,2,1994,236
 GOV: MARIN TOWER,236,254,0,1025,1,260,C,H,3,545,3,1995,0
 GOV: PALAMA ELDERLY,41,255,0,325,1,305,C,H,3,546,1,1986,0
 GOV: PALAMA ELDERLY,41,255,0,325,1,305,C,H,3,546,2,1995,41
 GOV: PALAMA ELDERLY,41,255,0,325,1,305,C,H,3,546,3,1996,0
 GOV: 1450 YOUNG ST (PAWAA ANNEX,446,256,11,2454,1,190,C,H,3,547,1,1986,0
 GOV: 1450 YOUNG ST (PAWAA ANNEX,446,256,11,2454,1,190,C,H,3,547,2,1999,446
 GOV: 1450 YOUNG ST (PAWAA ANNEX,446,256,11,2454,1,190,C,H,3,547,3,2000,0
 GOV: 1450 YOUNG ST (PAWAA ANNEX,446,256,31,148,1,190,C,E,9,548,1,1986,0
 GOV: 1450 YOUNG ST (PAWAA ANNEX,446,256,31,148,1,190,C,E,9,548,2,2000,43
 GOV: 1450 YOUNG ST (PAWAA ANNEX,446,256,31,148,1,190,C,E,9,548,3,2001,0
 GOV: PELE ST,4,257,12,129,1,221,C,H,3,549,1,1986,0
 GOV: PELE ST,4,257,12,129,1,221,C,H,3,549,2,2002,2
 GOV: PELE ST,4,257,12,129,1,221,C,H,3,549,3,2003,0
 GOV: PELE ST,4,257,12,129,1,221,P,H,3,550,1,1986,0
 GOV: PELE ST,4,257,12,129,1,221,P,H,3,550,2,2010,2
 GOV: PELE ST,4,257,12,129,1,221,P,H,3,550,3,2011,0
 GOV: PHILLIP ST,34,258,12,418,1,171,C,H,3,551,1,1986,0
 GOV: PHILLIP ST,34,258,12,418,1,171,C,H,3,551,2,1993,34
 GOV: PHILLIP ST,34,258,12,418,1,171,C,H,3,551,3,1994,0
 GOV: HALEKAUWILA PLACE,196,259,0,3424,1,214,P,H,3,552,1,1986,0
 GOV: HALEKAUWILA PLACE,196,259,0,3424,1,214,P,H,3,552,2,2013,196
 GOV: HALEKAUWILA PLACE,196,259,0,3424,1,214,P,H,3,552,3,2014,0
 GOV: RIVER-NIMITZ,90,260,11,651,1,261,C,H,3,553,1,1986,0
 GOV: RIVER-NIMITZ,90,260,11,651,1,261,C,H,3,553,2,1991,90
 GOV: RIVER-NIMITZ,90,260,11,651,1,261,C,H,3,553,3,1992,0
 GOV: UH MANOA FAC HSG,157,261,0,9242,1,67,C,H,2,554,1,1986,0
 GOV: UH MANOA FAC HSG,157,261,0,9242,1,67,C,H,2,554,2,1994,31
 GOV: UH MANOA FAC HSG,157,261,0,9242,1,67,C,H,2,554,3,1995,126
 GOV: UH MANOA FAC HSG,157,261,0,9242,1,67,C,H,2,554,4,1996,0
 GOV: VANCOUVER HOUSE,34,262,0,606,1,74,C,H,3,555,1,1986,0
 GOV: VANCOUVER HOUSE,34,262,0,606,1,74,C,H,3,555,2,1998,34
 GOV: VANCOUVER HOUSE,34,262,0,606,1,74,C,H,3,555,3,1999,0
 GOV: EWA ELDERLY,84,263,11,5000,2,568,C,H,3,556,1,1986,0
 GOV: EWA ELDERLY,84,263,11,5000,2,568,C,H,3,556,2,1991,84
 GOV: EWA ELDERLY,84,263,11,5000,2,568,C,H,3,556,3,1992,0
 GOV: EWA VILLAGES,1386,264,0,104115,2,569,C,H,1,557,1,1916,3
 GOV: EWA VILLAGES,1386,264,0,104115,2,569,C,H,1,557,2,1917,0
 GOV: EWA VILLAGES,1386,264,0,104115,2,569,C,H,1,557,3,1918,3
 GOV: EWA VILLAGES,1386,264,0,104115,2,569,C,H,1,557,4,1919,0
 GOV: EWA VILLAGES,1386,264,0,104115,2,569,C,H,1,557,5,1920,4
 GOV: EWA VILLAGES,1386,264,0,104115,2,569,C,H,1,557,6,1921,0
 GOV: EWA VILLAGES,1386,264,0,104115,2,569,C,H,1,557,7,1922,14
 GOV: EWA VILLAGES,1386,264,0,104115,2,569,C,H,1,557,8,1923,7
 GOV: EWA VILLAGES,1386,264,0,104115,2,569,C,H,1,557,9,1924,1
 GOV: EWA VILLAGES,1386,264,0,104115,2,569,C,H,1,557,10,1925,0
 GOV: EWA VILLAGES,1386,264,0,104115,2,569,C,H,1,557,11,1928,1
 GOV: EWA VILLAGES,1386,264,0,104115,2,569,C,H,1,557,12,1929,0
 GOV: EWA VILLAGES,1386,264,0,104115,2,569,C,H,1,557,13,1930,1
 GOV: EWA VILLAGES,1386,264,0,104115,2,569,C,H,1,557,14,1931,0
 GOV: EWA VILLAGES,1386,264,0,104115,2,569,C,H,1,557,15,1936,63
 GOV: EWA VILLAGES,1386,264,0,104115,2,569,C,H,1,557,16,1937,48
 GOV: EWA VILLAGES,1386,264,0,104115,2,569,C,H,1,557,17,1938,19
 GOV: EWA VILLAGES,1386,264,0,104115,2,569,C,H,1,557,18,1939,1
 GOV: EWA VILLAGES,1386,264,0,104115,2,569,C,H,1,557,19,1940,11
 GOV: EWA VILLAGES,1386,264,0,104115,2,569,C,H,1,557,20,1941,4
 GOV: EWA VILLAGES,1386,264,0,104115,2,569,C,H,1,557,21,1942,1
 GOV: EWA VILLAGES,1386,264,0,104115,2,569,C,H,1,557,22,1943,4
 GOV: EWA VILLAGES,1386,264,0,104115,2,569,C,H,1,557,23,1944,0
 GOV: EWA VILLAGES,1386,264,0,104115,2,569,C,H,1,557,24,1953,1
 GOV: EWA VILLAGES,1386,264,0,104115,2,569,C,H,1,557,25,1954,0
 GOV: EWA VILLAGES,1386,264,0,104115,2,569,C,H,1,557,26,1956,3
 GOV: EWA VILLAGES,1386,264,0,104115,2,569,C,H,1,557,27,1957,8
 GOV: EWA VILLAGES,1386,264,0,104115,2,569,C,H,1,557,28,1958,0
 GOV: EWA VILLAGES,1386,264,0,104115,2,569,C,H,1,557,29,1967,1
 GOV: EWA VILLAGES,1386,264,0,104115,2,569,C,H,1,557,30,1968,0
 GOV: EWA VILLAGES,1386,264,0,104115,2,569,C,H,1,557,31,1987,1
 GOV: EWA VILLAGES,1386,264,0,104115,2,569,C,H,1,557,32,1988,0
 GOV: EWA VILLAGES,1386,264,0,104115,2,569,C,H,1,557,33,1995,3
 GOV: EWA VILLAGES,1386,264,0,104115,2,569,C,H,1,557,34,1996,181
 GOV: EWA VILLAGES,1386,264,0,104115,2,569,C,H,1,557,35,1997,5
 GOV: EWA VILLAGES,1386,264,0,104115,2,569,C,H,1,557,36,1998,7
 GOV: EWA VILLAGES,1386,264,0,104115,2,569,C,H,1,557,37,1999,27
 GOV: EWA VILLAGES,1386,264,0,104115,2,569,C,H,1,557,38,2000,61
 GOV: EWA VILLAGES,1386,264,0,104115,2,569,C,H,1,557,39,2001,32
 GOV: EWA VILLAGES,1386,264,0,104115,2,569,C,H,1,557,40,2002,24
 GOV: EWA VILLAGES,1386,264,0,104115,2,569,C,H,1,557,41,2003,18
 GOV: EWA VILLAGES,1386,264,0,104115,2,569,C,H,1,557,42,2004,63
 GOV: EWA VILLAGES,1386,264,0,104115,2,569,C,H,1,557,43,2005,58
 GOV: EWA VILLAGES,1386,264,0,104115,2,569,C,H,1,557,44,2006,2
 GOV: EWA VILLAGES,1386,264,0,104115,2,569,C,H,1,557,45,2007,5
 GOV: EWA VILLAGES,1386,264,0,104115,2,569,C,H,1,557,46,2008,1
 GOV: EWA VILLAGES,1386,264,0,104115,2,569,C,H,1,557,47,2009,0
 GOV: EWA VILLAGES,1386,264,0,104115,2,569,P,H,1,558,1,1986,0
 GOV: EWA VILLAGES,1386,264,0,104115,2,569,P,H,1,558,2,2012,20
 GOV: EWA VILLAGES,1386,264,0,104115,2,569,P,H,1,558,3,2013,20
 GOV: EWA VILLAGES,1386,264,0,104115,2,569,P,H,1,558,4,2014,17
 GOV: EWA VILLAGES,1386,264,0,104115,2,569,P,H,1,558,5,2015,0
 GOV: EWA VILLAGES,1386,264,11,26148,2,568,P,H,1,559,1,1986,0
 GOV: EWA VILLAGES,1386,264,11,26148,2,568,P,H,1,559,2,2012,50
 GOV: EWA VILLAGES,1386,264,11,26148,2,568,P,H,1,559,3,2013,15
 GOV: EWA VILLAGES,1386,264,11,26148,2,568,P,H,1,559,4,2014,60
 GOV: EWA VILLAGES,1386,264,11,26148,2,568,P,H,1,559,5,2015,0
 GOV: EWA VILLAGES,1386,264,11,11520,2,568,C,H,2,560,1,1986,0
 GOV: EWA VILLAGES,1386,264,11,11520,2,568,C,H,2,560,2,2009,64
 GOV: EWA VILLAGES,1386,264,11,11520,2,568,C,H,2,560,3,2010,0
 GOV: EWA VILLAGES,1386,264,11,11520,2,568,P,H,2,561,1,1986,0
 GOV: EWA VILLAGES,1386,264,11,11520,2,568,P,H,2,561,2,2010,32
 GOV: EWA VILLAGES,1386,264,11,11520,2,568,P,H,2,561,3,2011,0
 GOV: EWA VILLAGES,1386,264,11,11520,2,569,P,H,2,562,1,1986,0
 GOV: EWA VILLAGES,1386,264,11,11520,2,569,P,H,2,562,2,2010,32
 GOV: EWA VILLAGES,1386,264,11,11520,2,569,P,H,2,562,3,2011,64
 GOV: EWA VILLAGES,1386,264,11,11520,2,569,P,H,2,562,4,2012,0
 GOV: EWA VILLAGES,1386,264,11,10000,2,569,P,H,1,563,1,1986,0
 GOV: EWA VILLAGES,1386,264,11,10000,2,569,P,H,1,563,2,2010,57
 GOV: EWA VILLAGES,1386,264,11,10000,2,569,P,H,1,563,3,2011,0
 GOV: EWA VILLAGES,1386,264,11,10000,2,569,P,H,2,564,1,1986,0
 GOV: EWA VILLAGES,1386,264,11,10000,2,569,P,H,2,564,2,2010,64
 GOV: EWA VILLAGES,1386,264,11,10000,2,569,P,H,2,564,3,2011,0
 GOV: EWA VILLAGES,1386,264,11,10000,2,569,P,H,3,565,1,1986,0
 GOV: EWA VILLAGES,1386,264,11,10000,2,569,P,H,3,565,2,2010,169
 GOV: EWA VILLAGES,1386,264,11,10000,2,569,P,H,3,565,3,2011,0
 GOV: KAPOLEI VILLAGE 8,527,265,0,90912,2,597,C,H,1,566,1,1986,0
 GOV: KAPOLEI VILLAGE 8,527,265,0,90912,2,597,C,H,1,566,2,2003,80
 GOV: KAPOLEI VILLAGE 8,527,265,0,90912,2,597,C,H,1,566,3,2004,116
 GOV: KAPOLEI VILLAGE 8,527,265,0,90912,2,597,C,H,1,566,4,2005,5
 GOV: KAPOLEI VILLAGE 8,527,265,0,90912,2,597,C,H,1,566,5,2006,0
 GOV: KAPOLEI VILLAGE 8,527,265,0,90912,2,597,C,H,1,566,6,2007,30
 GOV: KAPOLEI VILLAGE 8,527,265,0,90912,2,597,C,H,1,566,7,2008,209
 GOV: KAPOLEI VILLAGE 8,527,265,0,90912,2,597,C,H,1,566,8,2009,87
 GOV: KAPOLEI VILLAGE 8,527,265,0,90912,2,597,C,H,1,566,9,2010,0
 GOV: KAPOLEI VILLAGE 6,226,266,0,14711,2,601,C,H,1,567,1,1986,0
 GOV: KAPOLEI VILLAGE 6,226,266,0,14711,2,601,C,H,1,567,2,2002,1
 GOV: KAPOLEI VILLAGE 6,226,266,0,14711,2,601,C,H,1,567,3,2003,22
 GOV: KAPOLEI VILLAGE 6,226,266,0,14711,2,601,C,H,1,567,4,2004,0
 GOV: KAPOLEI VILLAGE 6,226,266,0,14711,2,601,C,H,1,567,5,2005,41
 GOV: KAPOLEI VILLAGE 6,226,266,0,14711,2,601,C,H,1,567,6,2006,15
 GOV: KAPOLEI VILLAGE 6,226,266,0,14711,2,601,C,H,1,567,7,2007,0
 GOV: KAPOLEI VILLAGE 6,226,266,0,23128,2,601,C,H,1,568,1,1986,0
 GOV: KAPOLEI VILLAGE 6,226,266,0,23128,2,601,C,H,1,568,2,2001,16
 GOV: KAPOLEI VILLAGE 6,226,266,0,23128,2,601,C,H,1,568,3,2002,106
 GOV: KAPOLEI VILLAGE 6,226,266,0,23128,2,601,C,H,1,568,4,2003,6
 GOV: KAPOLEI VILLAGE 6,226,266,0,23128,2,601,C,H,1,568,5,2004,0
 GOV: KAPOLEI VILLAGE 6,226,266,0,23128,2,601,C,H,1,568,6,2005,19
 GOV: KAPOLEI VILLAGE 6,226,266,0,23128,2,601,C,H,1,568,7,2006,0
 GOV: VILLAGES OF KAPOLEI (KAPOLE,3424,267,11,7504,2,601,C,H,2,569,1,1986,0
 GOV: VILLAGES OF KAPOLEI (KAPOLE,3424,267,11,7504,2,601,C,H,2,569,2,1995,128
 GOV: VILLAGES OF KAPOLEI (KAPOLE,3424,267,11,7504,2,601,C,H,2,569,3,1996,0
 GOV: VILLAGES OF KAPOLEI (KAPOLE,3424,267,11,143352,2,601,C,H,1,570,1,1986,0
 GOV: VILLAGES OF KAPOLEI (KAPOLE,3424,267,11,143352,2,601,C,H,1,570,2,1996,163
 GOV: VILLAGES OF KAPOLEI (KAPOLE,3424,267,11,143352,2,601,C,H,1,570,3,1997,0
 GOV: VILLAGES OF KAPOLEI (KAPOLE,3424,267,11,143352,2,601,C,H,1,570,4,1999,3
 GOV: VILLAGES OF KAPOLEI (KAPOLE,3424,267,11,143352,2,601,C,H,1,570,5,2000,12
 GOV: VILLAGES OF KAPOLEI (KAPOLE,3424,267,11,143352,2,601,C,H,1,570,6,2001,57
 GOV: VILLAGES OF KAPOLEI (KAPOLE,3424,267,11,143352,2,601,C,H,1,570,7,2002,24
 GOV: VILLAGES OF KAPOLEI (KAPOLE,3424,267,11,143352,2,601,C,H,1,570,8,2003,17
 GOV: VILLAGES OF KAPOLEI (KAPOLE,3424,267,11,143352,2,601,C,H,1,570,9,2004,85
 GOV: VILLAGES OF KAPOLEI (KAPOLE,3424,267,11,143352,2,601,C,H,1,570,10,2005,238
 GOV: VILLAGES OF KAPOLEI (KAPOLE,3424,267,11,143352,2,601,C,H,1,570,11,2006,0
 GOV: VILLAGES OF KAPOLEI (KAPOLE,3424,267,11,143352,2,601,P,H,1,571,1,1986,0
 GOV: VILLAGES OF KAPOLEI (KAPOLE,3424,267,11,143352,2,601,P,H,1,571,2,2010,36
 GOV: VILLAGES OF KAPOLEI (KAPOLE,3424,267,11,143352,2,601,P,H,1,571,3,2011,10
 GOV: VILLAGES OF KAPOLEI (KAPOLE,3424,267,11,143352,2,601,P,H,1,571,4,2012,10
 GOV: VILLAGES OF KAPOLEI (KAPOLE,3424,267,11,143352,2,601,P,H,1,571,5,2013,11
 GOV: VILLAGES OF KAPOLEI (KAPOLE,3424,267,11,143352,2,601,P,H,1,571,6,2014,0
 GOV: VILLAGES OF KAPOLEI (KAPOLE,3424,267,11,143352,2,601,C,H,2,572,1,1986,0
 GOV: VILLAGES OF KAPOLEI (KAPOLE,3424,267,11,143352,2,601,C,H,2,572,2,1995,360
 GOV: VILLAGES OF KAPOLEI (KAPOLE,3424,267,11,143352,2,601,C,H,2,572,3,1996,0
